Age,Attrition,BusinessTravel,Department,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromHome
38,0,Travel_Rarely,Research & Development,Medical,2,Female,1,3,3,Married,13206,No,20,3,18,16,1,11,10
32,0,Travel_Rarely,Sales,Marketing,3,Female,3,3,4,Married,10422,No,14,3,14,10,5,7,1
37,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,4,3,4,Married,13744,Yes,16,3,16,11,6,8,10
25,0,Travel_Rarely,Sales,Other,1,Female,3,2,3,Divorced,4907,Yes,6,2,5,3,0,4,8
52,0,Non-Travel,Sales,Life Sciences,1,Male,3,1,4,Divorced,3482,No,16,2,9,8,0,0,29
44,0,Travel_Rarely,Research & Development,Medical,2,Male,3,1,4,Single,2436,Yes,6,3,4,3,1,2,1
21,0,Travel_Rarely,Sales,Medical,3,Male,3,1,1,Single,2380,Yes,2,3,2,2,1,2,5
39,0,Non-Travel,Research & Development,Life Sciences,4,Male,3,5,4,Single,19431,No,21,2,6,0,1,3,9
23,1,Travel_Frequently,Sales,Marketing,4,Male,3,1,1,Married,1790,No,1,2,1,0,1,0,9
36,0,Travel_Rarely,Sales,Medical,1,Female,2,3,4,Married,7644,No,10,3,9,7,3,4,3
36,0,Travel_Frequently,Research & Development,Life Sciences,4,Female,3,2,2,Divorced,5131,No,18,3,4,2,0,2,4
56,0,Non-Travel,Research & Development,Life Sciences,3,Male,3,2,3,Divorced,6306,No,13,2,13,12,1,9,1
29,1,Travel_Rarely,Research & Development,Medical,1,Male,3,1,4,Married,4787,Yes,4,4,2,2,2,2,1
42,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,3,5,3,Married,18880,No,24,2,22,6,4,14,2
56,1,Travel_Rarely,Research & Development,Technical Degree,4,Male,3,1,3,Married,2339,No,14,1,10,9,9,8,7
41,0,Travel_Rarely,Research & Development,Life Sciences,1,Female,2,4,2,Married,13570,No,21,3,20,7,0,10,28
34,0,Travel_Rarely,Sales,Marketing,4,Female,2,2,3,Married,6712,No,8,3,8,7,1,7,28
36,0,Non-Travel,Sales,Marketing,4,Male,1,2,4,Divorced,5406,No,15,2,15,12,11,11,15
41,0,Travel_Rarely,Sales,Life Sciences,3,Male,2,2,2,Divorced,8938,No,14,3,5,4,0,4,3
32,0,Travel_Rarely,Research & Development,Technical Degree,4,Male,3,1,1,Single,2439,No,4,3,4,2,1,2,2
35,0,Travel_Rarely,Human Resources,Life Sciences,3,Female,3,3,4,Single,8837,Yes,9,3,9,0,1,7,26
38,0,Travel_Rarely,Sales,Life Sciences,1,Female,3,2,4,Married,5343,No,10,3,10,7,1,9,10
50,1,Travel_Frequently,Sales,Life Sciences,2,Male,3,2,3,Divorced,6728,No,12,3,6,3,0,1,1
36,0,Travel_Rarely,Sales,Marketing,2,Female,2,2,4,Married,6652,No,8,2,6,3,0,0,11
45,0,Travel_Rarely,Sales,Life Sciences,4,Female,3,2,3,Single,4850,No,8,3,5,3,0,1,20
40,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,2,1,3,Single,2809,No,8,3,2,2,2,2,2
35,0,Travel_Frequently,Research & Development,Life Sciences,3,Male,3,2,3,Married,5689,Yes,10,4,10,2,0,2,18
40,0,Travel_Rarely,Research & Development,Medical,3,Female,3,1,3,Married,2001,No,20,3,5,3,0,2,2
35,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,1,1,4,Married,2977,No,4,3,4,3,1,1,1
29,0,Travel_Rarely,Research & Development,Other,4,Male,2,2,2,Married,4025,Yes,10,3,4,3,0,3,13
29,0,Travel_Rarely,Research & Development,Medical,4,Female,2,1,1,Single,3785,No,5,1,5,4,0,4,28
50,1,Travel_Rarely,Sales,Marketing,4,Male,2,3,1,Divorced,10854,Yes,20,3,3,2,2,0,28
39,0,Travel_Rarely,Sales,Marketing,2,Female,2,4,4,Married,12031,No,21,2,20,9,9,6,24
31,0,Non-Travel,Research & Development,Medical,2,Male,3,2,1,Single,9936,No,10,3,9,4,1,7,5
26,0,Travel_Rarely,Sales,Other,4,Female,2,1,3,Single,2966,No,5,3,4,2,0,0,5
36,0,Travel_Frequently,Research & Development,Medical,3,Male,4,2,4,Married,2571,No,17,3,5,2,0,3,23
39,0,Travel_Rarely,Research & Development,Medical,4,Male,2,3,1,Married,9991,No,9,3,7,7,1,7,6
27,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,4,2,2,Married,6142,Yes,6,3,6,2,0,3,4
49,0,Travel_Frequently,Sales,Medical,4,Male,2,2,2,Married,5390,No,17,2,9,6,0,8,2
34,0,Travel_Rarely,Research & Development,Medical,2,Male,4,2,3,Married,4404,No,6,4,4,3,1,2,8
